feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
3.2433738434353585,-8.656078132218576,-1.1074614086276906,6.012856103302614,2.2888271256767907,0.7239203640444825,-3.380101791745783,-1.0809985971241876,-0.5833429328784879,-0.8483665364230907,2.909939306517896,1.2531004564529167,-1.677703020907044,0.6419818173373644,-1.2435612796450055,3.948645466013306,6.501756294427657,1.0290231114962078,0.10296524246461053,-0.6265002160433267,1
-3.121347768388934,-0.987880232544708,1.1086744199557241,0.1847743896468613,2.629754202949959,1.0086403418411352,2.565716455909696,-0.9749246734065679,-0.35312018000244655,0.1294216768153004,3.0377144955257727,8.433492987567421,1.4794245089423081,7.929192489310235,-1.3012417583011553,1.4504968505181455,-5.5743786852572015,-0.07934598726431241,0.03084949275693916,-0.6833810365201296,3
3.2963346757336103,-1.3213859493805975,2.580291898690775,-4.018308449928971,-3.0740806304189428,2.43833851696359,-0.5532409027205103,-1.0709054772054085,-2.2690772729524014,-1.2428715860631347,1.4629431909987136,-5.006973614083112,0.6293455996316714,0.3111064043249841,-0.36873203430122103,-1.750546415609571,2.2219932081743523,-0.08349461858451179,-0.9770721461414011,-0.24266646142712253,1
3.8108843248106017,-1.1451734172050896,-1.0136058423544687,-5.662186928662914,-0.9878852841462908,3.9936778658301018,3.9556729553570262,-2.232034154617018,1.4838901537677616,1.7624731648696121,2.3578616661573784,-9.040923339736667,-3.979237779033576,-0.49814606322462296,2.0620754547311155,-1.6355667771558382,-2.6238422510845125,2.7346153939383684,-0.4691307161274624,-0.5031635190463567,1
-3.598257372985803,1.1784304831239683,-0.09734596889273275,-0.9847482446949125,-2.9479247001572952,2.154648588267033,-0.8638272086693173,0.2525133912366122,-0.17870688456349573,1.6652522339446956,-0.21944910370811344,2.090393821195101,-0.8082587258028373,-0.07529751698055184,-2.5035930439679452,0.16320433916681742,1.9962709874582636,-1.2430783774614587,0.6248178230538752,0.8049425736373473,0
-3.6127768896116836,-0.45997545667426243,1.6780556004525953,-0.04270475858344624,3.6960974866145215,4.765536751468851,3.644492291218443,-4.451278482545884,0.46446746972355973,2.170452178944556,4.489995214312216,9.739184896997308,5.414926102078172,19.848613593456932,-2.4224984666186753,1.446185053543063,-8.956020166746121,0.31565539490267835,1.150136803679616,0.06609424629897591,3
-3.330079148945768,-2.2754215281712784,1.4381955852087482,1.3846107596892787,-0.027666762903632458,4.232425279051001,-1.0653261469926778,-3.6434777847102655,-1.222362807004254,0.36190783636098817,2.5134473715782963,4.40341141410861,0.8679327093258846,8.258769182889418,0.49015723591336835,1.4259337791111184,-2.0453830355834426,-3.320828466609096,-1.8437529587926298,-0.8190526431188059,0
-0.5926531564933171,-5.019915599775534,-1.3838590189958457,1.5068634078466758,-1.3703477774119341,-0.9148644038313434,-1.993831200640301,-0.8670532276408763,0.2618572072457253,0.5933365996313634,2.309974457385273,5.693798676102226,-1.5610390018193803,-0.6914968232354164,-3.0197989176883677,1.7092633310742036,5.7303159401551165,-2.644594342876828,-0.19408013233309493,1.2784852074516722,1
2.0484335782886363,-3.0508079341011967,0.26528834478380814,-6.5151723241559765,1.0730518033989456,-0.8806021691500081,1.4541160232215757,0.585921525471891,-0.22393942431327402,0.7594421738225829,0.3013707062715546,1.123608141330145,-1.2050200664561146,-0.6302301961548336,0.31212999696666865,-1.9434069393616191,0.011765065143753077,-2.9479955883273457,-0.08008299824909249,0.27982159594427714,0
-1.7220041410954665,-6.917767694768315,-2.431121163971628,7.342956422767739,5.149842614333832,-2.0304020423626827,-1.7337496921723523,-1.9860362188015244,0.09643037952850442,-0.6298673491373752,3.110219021643047,4.058700681325565,-2.041419400441477,1.8796477144508346,0.9400552994078071,-0.10628110980973005,-2.780377025079744,1.616010950463564,-2.2993576962370614,0.16982667258368722,3
-3.731473039696775,0.6190470615029,-2.1286491245185197,-5.765446797787684,2.410183311504823,-2.362275268724944,3.9107886284441618,-0.05776439494823837,0.11083637869222239,-1.454614748577161,-0.5529977929652681,13.673991360518697,2.03071774550656,8.284443201480396,-4.40095851908254,-0.0003775251625715015,-1.9208213098319755,-5.245411628454946,-1.4264639114237452,0.3583340711969214,3
-3.1757783854260055,4.940311476302131,0.5040938319439419,1.1932611887891218,0.3668547777854435,1.1135629688661957,1.1556604405184991,0.24470164024091667,-0.46378437137810796,0.9492573018529092,-1.9554615235912474,-1.450177769270404,0.44511289038873314,1.2541481935538321,0.7166336642772035,-0.5307668105304644,-4.166098147830903,1.9810754467701184,1.3351046172686238,0.9386110786254933,2
-4.724222609459648,-5.9484574452683034,0.21856888887371573,-3.693751834724902,0.7634861820222856,2.2771861118336725,-0.7209960667029074,0.062262570804093365,0.795234249257182,0.2912836656902564,3.477397739709198,11.407630510075789,-0.46530730641378415,5.536551105647963,-3.1064661843261123,-0.09317636814482655,-0.8149159396836251,-4.70843777856018,-2.051052407853855,0.3100688238751504,3
0.3866002342302812,-4.162457393308321,-0.014944079421074246,2.0838168530250396,2.3666385990093675,-0.36066417420415375,1.7774405029112565,-1.729423083593176,1.1932422751414316,1.5042129006852296,4.103410301727884,3.8240822712730256,-1.4457802304164629,2.542334160870561,0.4060957743761726,1.7181757513332365,-2.7280453180378044,0.9783834621917016,-0.28121246228828845,0.3066969420298376,3
-0.3569794559082614,-5.097609899495684,-0.1681396460491672,3.383221563417362,2.881439777164733,-5.839851388464384,-4.365625817287707,3.8835203940192184,-0.8727610707885383,-0.05171311130804584,2.889167111242569,7.6909093666224555,3.4901593001041924,-4.684035847681385,3.6923728730713252,-1.367614578692132,-4.106458449316871,-2.420925282997426,0.16495687540902468,1.1320968808346892,2
1.543749788443538,-9.460263260360106,-0.15249967830991942,6.1722749998759205,1.2622084864290573,-2.024823109828573,-3.7298196793303093,0.2828401634128197,-0.8652992751348513,0.44228163833030987,4.034916363742804,7.663860944849863,-1.461516914702695,-1.457694183146271,-3.31153359974097,4.474778349578648,7.871420703576013,-0.6394771845897606,-2.39198188955614,0.34696029688448116,1
-0.9362331374835274,1.8989683052211015,-0.8431023046628692,3.296953384907099,1.6423099581025147,-1.4347167545226558,2.2891165943886387,-2.4807133964949863,-0.5993027886237254,-1.0149165707990837,1.1203371385348297,7.166550492068374,3.273843247457661,7.646280026094271,-0.40843832786265033,3.4333930563235433,-2.5423908536822672,-1.3369868528647384,0.39464408335666606,0.35829981493276813,3
1.2240142491823702,3.530539323871561,-0.7875514406287065,-0.020305085525845697,-0.6610965390979933,0.5371128133906102,1.352988266037081,0.9402755333678303,0.4675749124821571,1.8190771901958052,-1.0741210379734798,-2.8854344289141016,0.854022933945662,-0.757041255692662,0.313429212542778,1.1764054994902453,-0.4207811444395437,2.175524485087493,1.1389106114800476,-2.2259354179580777,1
